date,aircraft_registration,aircraft_type,type_of_occurance,place_of_occurance,status,report,report_link,geocode,latitude,longitude,formatted_address
2009-03-06,RP-C484,BE95 / TD-138,Explosion of Aircraft left wing,"Lubang Airport, Occidental Mindoro",Completed,Summary,http://www.caap.gov.ph?download=3587,"{'address_components': [{'long_name': 'Lubang Airport', 'short_name': 'Lubang Airport', 'types': ['airport', 'establishment', 'point_of_interest']}, {'long_name': 'Lubang', 'short_name': 'Lubang', 'types': ['locality', 'political']}, {'long_name': 'Occidental Mindoro', 'short_name': 'Occidental Mindoro', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'MIMAROPA', 'short_name': 'MIMAROPA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Lubang Airport, Lubang, Occidental Mindoro, Philippines', 'geometry': {'location': {'lat': 13.8558648, 'lng': 120.1090829}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 13.8572137802915, 'lng': 120.1104318802915}, 'southwest': {'lat': 13.8545158197085, 'lng': 120.1077339197085}}}, 'place_id': 'ChIJK564swN5vjMRQWSFmS8uE8g', 'plus_code': {'compound_code': 'V445+8J Lubang, Occidental Mindoro, Philippines', 'global_code': '7Q52V445+8J'}, 'types': ['airport', 'establishment', 'point_of_interest']}",13.8558648,120.1090829,"Lubang Airport, Lubang, Occidental Mindoro, Philippines"
2009-02-25,RP-C3249,Airbus A320,Landing Gear Stuck,Manila Domestic Airport Taxiway 13H4,Completed,Summary,http://www.caap.gov.ph?download=3584,"{'address_components': [{'long_name': 'Ninoy Aquino International Airport', 'short_name': 'NAIA', 'types': ['airport', 'establishment', 'point_of_interest']}, {'long_name': 'Pasay', 'short_name': 'Pasay', 'types': ['locality', 'political']}, {'long_name': 'Metro Manila', 'short_name': 'NCR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}, {'long_name': '1300', 'short_name': '1300', 'types': ['postal_code']}], 'formatted_address': 'Ninoy Aquino International Airport (MNL), Pasay, 1300 Metro Manila, Philippines', 'geometry': {'location': {'lat': 14.5122739, 'lng': 121.016508}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 14.5136228802915, 'lng': 121.0178569802915}, 'southwest': {'lat': 14.5109249197085, 'lng': 121.0151590197085}}}, 'place_id': 'ChIJd0270sXOlzMREUQRimL6JIo', 'plus_code': {'compound_code': 'G268+WJ Pasay, Metro Manila, Philippines', 'global_code': '7Q63G268+WJ'}, 'types': ['airport', 'establishment', 'point_of_interest']}",14.5122739,121.016508,"Ninoy Aquino International Airport (MNL), Pasay, 1300 Metro Manila, Philippines"
2009-02-14,RP-C2584,Cessna 152,Nose Wheel Damage/ Propeller Bounce/ Landing Gear Totally Damaged/ Wingtip slightly Damaged,Tuguegarao Airport,Completed,Summary,http://www.caap.gov.ph?download=3581,"{'address_components': [{'long_name': 'Tuguegarao Airport', 'short_name': 'Tuguegarao Airport', 'types': ['airport', 'establishment', 'point_of_interest']}, {'long_name': 'Tuguegarao City', 'short_name': 'Tuguegarao', 'types': ['locality', 'political']}, {'long_name': 'Cagayan', 'short_name': 'Cagayan', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Cagayan Valley', 'short_name': 'Cagayan Valley', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}, {'long_name': '3500', 'short_name': '3500', 'types': ['postal_code']}], 'formatted_address': 'Tuguegarao Airport (TUG), Tuguegarao, 3500 Cagayan, Philippines', 'geometry': {'location': {'lat': 17.6428478, 'lng': 121.7353278}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.6441967802915, 'lng': 121.7366767802915}, 'southwest': {'lat': 17.6414988197085, 'lng': 121.7339788197085}}}, 'place_id': 'ChIJN7hy0-6FhTMR3Q7oHStUZVI', 'plus_code': {'compound_code': 'JPVP+44 Tuguegarao City, Cagayan, Philippines', 'global_code': '7Q93JPVP+44'}, 'types': ['airport', 'establishment', 'point_of_interest']}",17.6428478,121.7353278,"Tuguegarao Airport (TUG), Tuguegarao, 3500 Cagayan, Philippines"
2009-02-09,RP-C4328,DO-328-100,R/H Propeller Feathering/ oil Leaking,Basco Airport,Completed,Summary,http://www.caap.gov.ph?download=3578,"{'address_components': [{'long_name': 'Basco Airport', 'short_name': 'Basco Airport', 'types': ['airport', 'establishment', 'point_of_interest']}, {'long_name': 'Basco', 'short_name': 'Basco', 'types': ['locality', 'political']}, {'long_name': 'Batanes', 'short_name': 'Batanes', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Cagayan Valley', 'short_name': 'Cagayan Valley', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Basco Airport (BSO), Basco, Batanes, Philippines', 'geometry': {'location': {'lat': 20.4491383, 'lng': 121.9760664}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 20.4504872802915, 'lng': 121.9774153802915}, 'southwest': {'lat': 20.44778931970849, 'lng': 121.9747174197085}}}, 'place_id': 'ChIJeYneE27AeTQRfFFew_5rbzQ', 'plus_code': {'compound_code': 'CXXG+MC Basco, Batanes, Philippines', 'global_code': '7QG3CXXG+MC'}, 'types': ['airport', 'establishment', 'point_of_interest']}",20.4491383,121.9760664,"Basco Airport (BSO), Basco, Batanes, Philippines"
2009-01-14,RP-C1402,Beechcraft Baron 55,Nose Wheel Collapse,Manila Domestic Airport Runway 13,Completed,Summary,http://www.caap.gov.ph?download=3575,"{'address_components': [{'long_name': 'Ninoy Aquino International Airport', 'short_name': 'NAIA', 'types': ['airport', 'establishment', 'point_of_interest']}, {'long_name': 'Pasay', 'short_name': 'Pasay', 'types': ['locality', 'political']}, {'long_name': 'Metro Manila', 'short_name': 'NCR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}, {'long_name': '1300', 'short_name': '1300', 'types': ['postal_code']}], 'formatted_address': 'Ninoy Aquino International Airport (MNL), Pasay, 1300 Metro Manila, Philippines', 'geometry': {'location': {'lat': 14.5122739, 'lng': 121.016508}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 14.5136228802915, 'lng': 121.0178569802915}, 'southwest': {'lat': 14.5109249197085, 'lng': 121.0151590197085}}}, 'place_id': 'ChIJd0270sXOlzMREUQRimL6JIo', 'plus_code': {'compound_code': 'G268+WJ Pasay, Metro Manila, Philippines', 'global_code': '7Q63G268+WJ'}, 'types': ['airport', 'establishment', 'point_of_interest']}",14.5122739,121.016508,"Ninoy Aquino International Airport (MNL), Pasay, 1300 Metro Manila, Philippines"
2009-01-13,RP-C2622,SA 318C Aloutte 11,Hard Landing,"Barangay Talaba, San Fernando Taclobo, Sibuyan Island",Completed,Summary,http://www.caap.gov.ph?download=3572,"{'address_components': [{'long_name': 'Taclobo', 'short_name': 'Taclobo', 'types': ['neighborhood', 'political']}, {'long_name': 'San Fernando', 'short_name': 'San Fernando', 'types': ['locality', 'political']}, {'long_name': 'Romblon', 'short_name': 'Romblon', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'MIMAROPA', 'short_name': 'MIMAROPA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Taclobo, San Fernando, Romblon, Philippines', 'geometry': {'bounds': {'northeast': {'lat': 12.4209876, 'lng': 122.6264937}, 'southwest': {'lat': 12.3028547, 'lng': 122.5365391}}, 'location': {'lat': 12.3612053, 'lng': 122.5712101}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 12.4209876, 'lng': 122.6264937}, 'southwest': {'lat': 12.3028547, 'lng': 122.5365391}}}, 'partial_match': True, 'place_id': 'ChIJdzd_xHlDpDMRg6zheooP3lk', 'types': ['neighborhood', 'political']}",12.3612053,122.5712101,"Taclobo, San Fernando, Romblon, Philippines"
2008-11-03,RP-R5858,Grumman Agcat 164A,Engine vibration in flight,"South Luna Kapalong Kinaman, Davao City",Completed,Summary,http://www.caap.gov.ph?download=3709,"{'address_components': [{'long_name': 'Kapalong', 'short_name': 'Kapalong', 'types': ['locality', 'political']}, {'long_name': 'Davao del Norte', 'short_name': 'Davao del Norte', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Davao Region', 'short_name': 'Davao Region', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Kapalong, Davao del Norte, Philippines', 'geometry': {'bounds': {'northeast': {'lat': 7.8273302, 'lng': 125.7398987}, 'southwest': {'lat': 7.563056100000001, 'lng': 125.4991436}}, 'location': {'lat': 7.6194971, 'lng': 125.6278353}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 7.8273302, 'lng': 125.7398987}, 'southwest': {'lat': 7.563056100000001, 'lng': 125.4991436}}}, 'partial_match': True, 'place_id': 'ChIJQ9Gd5924_jIRf5JD5QgN8iE', 'types': ['locality', 'political']}",7.6194971,125.6278353,"Kapalong, Davao del Norte, Philippines"
2008-10-23,RP-178,Cessna U206,Tail Strike,Kalibo Airport,Completed,Summary,http://www.caap.gov.ph?download=3706,"{'address_components': [{'long_name': 'Kalibo International Airport', 'short_name': 'Kalibo International Airport', 'types': ['airport', 'establishment', 'point_of_interest']}, {'long_name': 'Kalibo International Airport Access Road', 'short_name': 'Kalibo International Airport Access Road', 'types': ['route']}, {'long_name': 'Kalibo', 'short_name': 'Kalibo', 'types': ['locality', 'political']}, {'long_name': 'Aklan', 'short_name': 'Aklan', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Western Visayas', 'short_name': 'Western Visayas', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}, {'long_name': '5600', 'short_name': '5600', 'types': ['postal_code']}], 'formatted_address': 'Kalibo International Airport (KLO), Kalibo International Airport Access Road, Kalibo, 5600 Aklan, Philippines', 'geometry': {'location': {'lat': 11.6859324, 'lng': 122.3808504}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 11.6872813802915, 'lng': 122.3821993802915}, 'southwest': {'lat': 11.6845834197085, 'lng': 122.3795014197085}}}, 'place_id': 'ChIJiSeRGWudpTMRpfVW8G1UMVc', 'plus_code': {'compound_code': 'M9PJ+98 Kalibo, Aklan, Philippines', 'global_code': '7Q34M9PJ+98'}, 'types': ['airport', 'establishment', 'point_of_interest']}",11.6859324,122.3808504,"Kalibo International Airport (KLO), Kalibo International Airport Access Road, Kalibo, 5600 Aklan, Philippines"
2008-09-01,RP-C2711,Beechcraft Baron 58,Cockpit Fire upon take off,"PASAR, Isabel, Leyte",Completed,Summary,http://www.caap.gov.ph?download=3703,"{'address_components': [{'long_name': 'Isabel', 'short_name': 'Isabel', 'types': ['locality', 'political']}, {'long_name': 'Leyte', 'short_name': 'Leyte', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Eastern Visayas', 'short_name': 'Eastern Visayas', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Isabel, Leyte, Philippines', 'geometry': {'location': {'lat': 10.8923239, 'lng': 124.4351963}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 10.8936728802915, 'lng': 124.4365452802915}, 'southwest': {'lat': 10.8909749197085, 'lng': 124.4338473197085}}}, 'place_id': 'ChIJAVYSDZwhqDMRo0D44o3Bcp8', 'plus_code': {'compound_code': 'VCRP+W3 Isabel, Leyte, Philippines', 'global_code': '7Q26VCRP+W3'}, 'types': ['establishment', 'point_of_interest']}",10.8923239,124.4351963,"Isabel, Leyte, Philippines"
2008-08-11,RP-C3033,Q400,Taxi turn around roll,Catarman Runway,Completed,Summary,http://www.caap.gov.ph?download=3700,"{'address_components': [{'long_name': 'Catarman Diversion Road 1', 'short_name': 'Catarman Diversion Road 1', 'types': ['route']}, {'long_name': 'Catarman', 'short_name': 'Catarman', 'types': ['locality', 'political']}, {'long_name': 'Northern Samar', 'short_name': 'Northern Samar', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Eastern Visayas', 'short_name': 'Eastern Visayas', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Catarman Diversion Road 1, Catarman, Northern Samar, Philippines', 'geometry': {'location': {'lat': 12.505111, 'lng': 124.6368351}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 12.5064599802915, 'lng': 124.6381840802915}, 'southwest': {'lat': 12.5037620197085, 'lng': 124.6354861197085}}}, 'place_id': 'ChIJGQDAiVICCjMR9cZaiJLm4rg', 'plus_code': {'compound_code': 'GJ4P+2P Catarman, Northern Samar, Philippines', 'global_code': '7Q46GJ4P+2P'}, 'types': ['establishment', 'point_of_interest']}",12.505111,124.6368351,"Catarman Diversion Road 1, Catarman, Northern Samar, Philippines"
2008-08-08,RP-C6890,Cessna Seneca,Hard Landing,"Barangay Agnaya, Plaridel, Plaridel, Bulacan",Completed,Summary,http://www.caap.gov.ph?download=3697,"{'address_components': [{'long_name': 'Barangay Agnaya', 'short_name': 'Barangay Agnaya', 'types': ['neighborhood', 'political']}, {'long_name': 'Plaridel', 'short_name': 'Plaridel', 'types': ['locality', 'political']}, {'long_name': 'Bulacan', 'short_name': 'Bulacan', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Central Luzon', 'short_name': 'Central Luzon', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Barangay Agnaya, Plaridel, Bulacan, Philippines', 'geometry': {'bounds': {'northeast': {'lat': 14.8907509, 'lng': 120.8552366}, 'southwest': {'lat': 14.8821967, 'lng': 120.8478068}}, 'location': {'lat': 14.8858785, 'lng': 120.8506122}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 14.8907509, 'lng': 120.8552366}, 'southwest': {'lat': 14.8821967, 'lng': 120.8478068}}}, 'place_id': 'ChIJSSuLoIdUljMRIgQ9W3h4yM4', 'types': ['neighborhood', 'political']}",14.8858785,120.8506122,"Barangay Agnaya, Plaridel, Bulacan, Philippines"
2008-05-22,RP-C8080,Piper Seneca (PA-34-200T),Landing Gear (nose wheel) collapse,"San Jose Airport, Mindoro",Completed,Summary,http://www.caap.gov.ph?download=3694,"{'address_components': [{'long_name': 'San Jose Airport', 'short_name': 'San Jose Airport', 'types': ['airport', 'establishment', 'point_of_interest']}, {'long_name': 'Bubog Road', 'short_name': 'Bubog Rd', 'types': ['route']}, {'long_name': 'San Roque', 'short_name': 'San Roque', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'San Jose', 'short_name': 'San Jose', 'types': ['locality', 'political']}, {'long_name': 'Occidental Mindoro', 'short_name': 'Occidental Mindoro', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'MIMAROPA', 'short_name': 'MIMAROPA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}, {'long_name': '5100', 'short_name': '5100', 'types': ['postal_code']}], 'formatted_address': 'San Jose Airport (SJI), Bubog Rd, San Roque, San Jose, 5100 Occidental Mindoro, Philippines', 'geometry': {'location': {'lat': 12.360135, 'lng': 121.0457055}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 12.3614839802915, 'lng': 121.0470544802915}, 'southwest': {'lat': 12.3587860197085, 'lng': 121.0443565197085}}}, 'place_id': 'ChIJL49LlxEDuzMRQk_ZcR4ntmE', 'plus_code': {'compound_code': '926W+37 San Jose, Occidental Mindoro, Philippines', 'global_code': '7Q43926W+37'}, 'types': ['airport', 'establishment', 'point_of_interest']}",12.360135,121.0457055,"San Jose Airport (SJI), Bubog Rd, San Roque, San Jose, 5100 Occidental Mindoro, Philippines"
2008-05-11,RP-C8204,Cessna 152,(Hard Landing) Collapsed Nose Wheel Landing Gear,"Lingayen, Pangasinan",Completed,Summary,http://www.caap.gov.ph?download=3691,"{'address_components': [{'long_name': 'Lingayen', 'short_name': 'Lingayen', 'types': ['locality', 'political']}, {'long_name': 'Pangasinan', 'short_name': 'Pangasinan', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ilocos Region', 'short_name': 'Ilocos Region', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Lingayen, Pangasinan, Philippines', 'geometry': {'bounds': {'northeast': {'lat': 16.0455247, 'lng': 120.2838994}, 'southwest': {'lat': 15.9358695, 'lng': 120.1442099}}, 'location': {'lat': 16.0059867, 'lng': 120.2397336}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 16.0455247, 'lng': 120.2838994}, 'southwest': {'lat': 15.9358695, 'lng': 120.1442099}}}, 'place_id': 'ChIJrcRa4l9ekTMRqPn17nRQfN8', 'types': ['locality', 'political']}",16.0059867,120.2397336,"Lingayen, Pangasinan, Philippines"
2008-04-06,RP-C3541,Alpha Robin R2120U,Hard Landing,"Omni Airstrip, Clark, Pampanga",Completed,Summary,http://www.caap.gov.ph?download=3688,"{'address_components': [{'long_name': 'Clark International Airport', 'short_name': 'Clark International Airport', 'types': ['airport', 'establishment', 'point_of_interest']}, {'long_name': 'Andres Bonifacio Avenue', 'short_name': 'Andres Bonifacio Ave', 'types': ['route']}, {'long_name': 'Clark Freeport Zone', 'short_name': 'Clark Freeport Zone', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Mabalacat', 'short_name': 'Mabalacat', 'types': ['locality', 'political']}, {'long_name': 'Pampanga', 'short_name': 'Pampanga', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}, {'long_name': '2023', 'short_name': '2023', 'types': ['postal_code']}], 'formatted_address': 'Clark International Airport (CRK), Andres Bonifacio Avenue Clark Special Economic Zone, Clark Field, Andres Bonifacio Ave, Clark Freeport Zone, Mabalacat, 2023 Pampanga, Philippines', 'geometry': {'location': {'lat': 15.1846488, 'lng': 120.5569236}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 15.1859977802915, 'lng': 120.5582725802915}, 'southwest': {'lat': 15.1832998197085, 'lng': 120.5555746197085}}}, 'place_id': 'ChIJwbMFPkLtljMRfuV9F3sH9Rg', 'plus_code': {'compound_code': '5HM4+VQ Mabalacat, Pampanga, Philippines', 'global_code': '7Q725HM4+VQ'}, 'types': ['airport', 'establishment', 'point_of_interest']}",15.1846488,120.5569236,"Clark International Airport (CRK), Andres Bonifacio Avenue Clark Special Economic Zone, Clark Field, Andres Bonifacio Ave, Clark Freeport Zone, Mabalacat, 2023 Pampanga, Philippines"
2008-03-08,RP-C1038,Beechcraft BE-A24R,Belly Landing,"Vigan, Ilocos Sur",Completed,Summary,http://www.caap.gov.ph?download=3684,"{'address_components': [{'long_name': 'Vigan City', 'short_name': 'Vigan City', 'types': ['locality', 'political']}, {'long_name': 'Ilocos Sur', 'short_name': 'Ilocos Sur', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ilocos Region', 'short_name': 'Ilocos Region', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Vigan City, Ilocos Sur, Philippines', 'geometry': {'bounds': {'northeast': {'lat': 17.5812744, 'lng': 120.4420992}, 'southwest': {'lat': 17.5457512, 'lng': 120.3427845}}, 'location': {'lat': 17.5704898, 'lng': 120.3873299}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.5812744, 'lng': 120.4420992}, 'southwest': {'lat': 17.5457512, 'lng': 120.3427845}}}, 'place_id': 'ChIJ5bpTF4JvjjMRJbEw421eAyA', 'types': ['locality', 'political']}",17.5704898,120.3873299,"Vigan City, Ilocos Sur, Philippines"
2008-03-03,RP-C1118,Robinson R22,Engine and RPM over speed,"Imus, Cavite",Completed,Summary,http://www.caap.gov.ph?download=3680,"{'address_components': [{'long_name': 'Imus', 'short_name': 'Imus', 'types': ['locality', 'political']}, {'long_name': 'Cavite', 'short_name': 'Cavite', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Calabarzon', 'short_name': 'Calabarzon', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Imus, Cavite, Philippines', 'geometry': {'bounds': {'northeast': {'lat': 14.4464502, 'lng': 120.9800713}, 'southwest': {'lat': 14.3543707, 'lng': 120.8929109}}, 'location': {'lat': 14.4064221, 'lng': 120.9405057}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 14.4464502, 'lng': 120.9800713}, 'southwest': {'lat': 14.3543707, 'lng': 120.8929109}}}, 'place_id': 'ChIJETxPuFLSlzMR3-gz-OHysDg', 'types': ['locality', 'political']}",14.4064221,120.9405057,"Imus, Cavite, Philippines"
2008-01-31,RP-C916,Cessna 150 C,Runway Excursion,"Camotes Airstrip, Camotes Island, Cebu",Completed,Summary,http://www.caap.gov.ph?download=3677,"{'address_components': [{'long_name': 'Camotes Airstrip', 'short_name': 'Camotes Airstrip', 'types': ['airport', 'establishment', 'point_of_interest']}, {'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'San Francisco', 'short_name': 'San Francisco', 'types': ['locality', 'political']}, {'long_name': 'Cebu', 'short_name': 'Cebu', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Central Visayas', 'short_name': 'Central Visayas', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Camotes Airstrip, Unnamed Road, San Francisco, Cebu, Philippines', 'geometry': {'location': {'lat': 10.6544161, 'lng': 124.370628}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 10.6557650802915, 'lng': 124.3719769802915}, 'southwest': {'lat': 10.6530671197085, 'lng': 124.3692790197085}}}, 'place_id': 'ChIJBwrsswMtqDMR-H0WSD4UL_M', 'plus_code': {'compound_code': 'M93C+Q7 San Francisco, Cebu, Philippines', 'global_code': '7Q26M93C+Q7'}, 'types': ['airport', 'establishment', 'point_of_interest']}",10.6544161,124.370628,"Camotes Airstrip, Unnamed Road, San Francisco, Cebu, Philippines"
